franchise,franchiseID,clientName,clientID,serviceLocation,streetNo,locationStreet,state,city,zip,contactName
Nashville,45,Ascend Wireless Networks,32995,"161 Bain Drive B  LA VERGNE, TN 37086",161,Bain Drive B,TN,LA VERGNE,37086.0,Invoicing
Nashville,45,IBP of Nashville,33020,"309 Driftwood Street  NASHVILLE, TN 37210",309,Driftwood Street,TN,NASHVILLE,37210.0,Justin Mincey
Nashville,45,Pratt (Converting Division Nashville) LLC,30291,"320 Tech Park Drive  LA VERGNE, TN 37086",320,Tech Park Drive,TN,LA VERGNE,37086.0,Neal Owen
Nashville,45,Heritage Tile Co. LLC,32197,"360 Robert S Brown Dr  CLARKSVILLE, TN 37043",360,Robert S Brown Dr,TN,CLARKSVILLE,37043.0,Matt Nichols
Nashville,45,Inner City Ministry,33886,"1000 Apex Street  NASHVILLE, TN 37206",1000,Apex Street,TN,NASHVILLE,37206.0,Denise Porter
Nashville,45,HPI Corporation,34008,"2230 Pembroke Road  HOPKINSVILLE, KY 42240",2230,Pembroke Road,KY,HOPKINSVILLE,42240.0,Alex Patnode
Nashville,45,Hogebuilt,6432,"784 Bill Jones Industrial Drive  SPRINGFIELD, TN 37172",784,Bill Jones Industrial Drive,TN,SPRINGFIELD,37172.0,Daniel Garcia
Nashville,45,Window World - Bowling Green,33535,"324 Dishman Lane  BOWLING GREEN, KY 42101",324,Dishman Lane,KY,BOWLING GREEN,42101.0,Phil Brooks
Nashville,45,Window World,32931,"313 N Riverside Dr  CLARKSVILLE, TN 37040",313,N Riverside Dr,TN,CLARKSVILLE,37040.0,Window World Clarksville Billing
Nashville,45,New Market Waste/ABB INC. - ELECTRIFICATION - CS01,21850,"200 Challenger Drive  PORTLAND, TN 37148",200,Challenger Drive,TN,PORTLAND,37148.0,Payables
Nashville,45,Niedergeses Landscape,36600,"2443 Park Plus Dr  COLUMBIA, TN 38401",2443,Park Plus Dr,TN,COLUMBIA,38401.0,Jenny NA
Nashville,45,Tennsco,30536,"201 Tennsco Road  DICKSON, TN 37055",201,Tennsco Road,TN,DICKSON,37055.0,Jason Capps
Nashville,45,"DOMIS, Inc",33064,"1070 International Blvd  CLARKSVILLE, TN 37040",1070,International Blvd,TN,CLARKSVILLE,37040.0,Domis AP
Nashville,45,Clarus Contents,566,"845 Middle Tennessee Blvd, Suite F  MURFREESBORO, TN 37129",845,"Middle Tennessee Blvd, Suite F",TN,MURFREESBORO,37129.0,Clarus accounting Sheila
Nashville,45,ServPro - Belle Meade/West Nashville/9423,746,"2322 Clifton Ave  NASHVILLE, TN 37209",2322,Clifton Ave,TN,NASHVILLE,37209.0,Keith W/ Servpro
Nashville,45,Nashville Office Interiors,11009,"828 Cowan street Unit D  NASHVILLE, TN 37207",828,Cowan street Unit D,TN,NASHVILLE,37207.0,Rick Carpenter
Nashville,45,BFC Solutions,33550,"730 Freeland Station Road  NASHVILLE, TN 37228",730,Freeland Station Road,TN,NASHVILLE,37228.0,John Paul Darden
Nashville,45,Ingram Express,412,"320 Hill Ave  NASHVILLE, TN 37210",320,Hill Ave,TN,NASHVILLE,37210.0,Mike Miles
Nashville,45,Long Hollow Church,20303,"3031 Long Hollow Pike  HENDERSONVILLE, TN 37075",3031,Long Hollow Pike,TN,HENDERSONVILLE,37075.0,Duane Trapp
Nashville,45,Goodall,2496,"255 Old Douglas Rd  GALLATIN, TN 37066",255,Old Douglas Rd,TN,GALLATIN,37066.0,Lance Allingham
Nashville,45,LG Electronics,564,"101 Life's Good Way  CLARKSVILLE, TN 37040",101,Life's Good Way,TN,CLARKSVILLE,37040.0,Julianne Rantala
Nashville,45,Artisan Custom Homes,29933,"1587 Eastwood Drive  BRENTWOOD, TN 37027",1587,Eastwood Drive,TN,BRENTWOOD,37027.0,James Buckley
Nashville,45,M & A Supply,10229,"194 River Hill Dr  NASHVILLE, TN 37210",194,River Hill Dr,TN,NASHVILLE,37210.0,Jerry Hare
Nashville,45,Richland Building Partners,5372,"3908 Harding Place  NASHVILLE, TN 37215",3908,Harding Place,TN,NASHVILLE,37215.0,Jamie Dowdall
Nashville,45,HAIL & COTTON INC.,37856,"2500 S Main Street  SPRINGFIELD, TN 37172",2500,S Main Street,TN,SPRINGFIELD,37172.0,Ricky Hall
Nashville,45,AccuWorks,467,"4344 Ashland City Highway  NASHVILLE, TN 37218",4344,Ashland City Highway,TN,NASHVILLE,37218.0,Emily Slaton
Nashville,45,RRW/Ceva FM-29686,20277,"505 Darrell Waltrip Drive  LEBANON, TN 37090",505,Darrell Waltrip Drive,TN,LEBANON,37090.0,Alicia Snyder
Nashville,45,Western  Plastics,37452,"105 Western Dr  PORTLAND, TN 37148",105,Western Dr,TN,PORTLAND,37148.0,Drew Mexic
Nashville,45,Noble Constructors,23259,"3057 Patton Branch Road  GOODLETTSVILLE, TN 37072",3057,Patton Branch Road,TN,GOODLETTSVILLE,37072.0,Daniel Brimmer
Nashville,45,Beaman Auto Wholesale Parts Warehouse,7676,"615 Davidson Street  NASHVILLE, TN 37213",615,Davidson Street,TN,NASHVILLE,37213.0,Caleb Granstaff
Nashville,45,PGW - NASHVILLE / 530,7675,"1922 Old Murfreesboro Pike  NASHVILLE, TN 37217",1922,Old Murfreesboro Pike,TN,NASHVILLE,37217.0,Paul Jones
Nashville,45,Craters and Freighters - Nashville,13610,"131 Jones Blvd  LA VERGNE, TN 37086",131,Jones Blvd,TN,LA VERGNE,37086.0,Stephanie Staats
Nashville,45,Focus Builders,703,"4001 Sneed Road  NASHVILLE, TN 37215",4001,Sneed Road,TN,NASHVILLE,37215.0,Seth Focus
Nashville,45,Service King,3274,"200 Main Street  NASHVILLE, TN 37213",200,Main Street,TN,NASHVILLE,37213.0,Lee Sparkman
Nashville,45,Hutton Homes,38003,"5930 Cairo bend rd  LEBANON, TN 37087",5930,Cairo bend rd,TN,LEBANON,37087.0,Tyler Hutton
Nashville,45,Icon Mechanical,24341,"1325 Elm Hill Pike  NASHVILLE, TN 37210",1325,Elm Hill Pike,TN,NASHVILLE,37210.0,Jonathan Hatcher
Nashville,45,"Moffitt Builders, LLC",12907,"812 18th Avenue South  NASHVILLE, TN 37203",812,18th Avenue South,TN,NASHVILLE,37203.0,Ross Moffitt
Nashville,45,B Creative Construction,2347,"1731 Cherokee Drive  LEBANON, TN 37087",1731,Cherokee Drive,TN,LEBANON,37087.0,Brittan Jones
Nashville,45,Dynamic Life Cycle Innovations,19726,"3520 Ambrose Avenue  NASHVILLE, TN 37207",3520,Ambrose Avenue,TN,NASHVILLE,37207.0,Valerie Bennett
Nashville,45,Tri Imaging,28828,"10 Fant Industrial Drive  MADISON, TN 37115",10,Fant Industrial Drive,TN,MADISON,37115.0,Tri Imaging
Nashville,45,Boise Cascade,36746,"560 airport rd  GALLATIN, TN 37066",560,airport rd,TN,GALLATIN,37066.0,Marshall Trawick
Nashville,45,Ferguson Of Bowling Green,36859,"943 Lovers Lane  BOWLING GREEN, KY 42101",943,Lovers Lane,KY,BOWLING GREEN,42101.0,Michael Kilby
Nashville,45,Tortuga Capitol,22085,"121 Glenmont Drive  NASHVILLE, TN 37210",121,Glenmont Drive,TN,NASHVILLE,37210.0,Ian Ratliff
Nashville,45,Corporate Contracting,4801,"2605 Fessey Park Road  NASHVILLE, TN 37204",2605,Fessey Park Road,TN,NASHVILLE,37204.0,Tania Fleming
Nashville,45,EXL Garage Doors,38473,"1283 Woods Ferry Road  GALLATIN, TN 37066",1283,Woods Ferry Road,TN,GALLATIN,37066.0,Eugene Crumpton
Nashville,45,Bath Fitter,38489,"102 Evergreen Drive  SPRINGFIELD, TN 37172",102,Evergreen Drive,TN,SPRINGFIELD,37172.0,Sherry Lambrecht
Nashville,45,Fleetco Inc,38495,"3003 Brick Church Pike  NASHVILLE, TN 37207",3003,Brick Church Pike,TN,NASHVILLE,37207.0,Wayne Raymond
Nashville,45,Alfred Williams & Company,15039,"433 Allied Drive  NASHVILLE, TN 37211",433,Allied Drive,TN,NASHVILLE,37211.0,Kim Gardner
Nashville,45,ProDoor Systems,18305,"1405 Heil Quaker Blvd Ste. D  LA VERGNE, TN 37086",1405,Heil Quaker Blvd Ste. D,TN,LA VERGNE,37086.0,Chris Barnes
Nashville,45,Performance Insulation,38524,"1400-B Davidson Street  NASHVILLE, TN 37207",1400-B,Davidson Street,TN,NASHVILLE,37207.0,Tommy Jernigan
Nashville,45,ARS Rescue Rooter - San Diego,37430,"4071 Powell Ave  NASHVILLE, TN 37204",4071,Powell Ave,TN,NASHVILLE,37204.0,Greg Poteete
Nashville,45,ARCO Design/Build,38553,"400 Maddox Road  MT. JULIET, TN 37122",400,Maddox Road,TN,MT. JULIET,37122.0,David Walker
Nashville,45,Border States - Nashville,37482,"656 Wedgewood Ave  NASHVILLE, TN 37203",656,Wedgewood Ave,TN,NASHVILLE,37203.0,Rick Chatham
Nashville,45,The Kingston Group,1273,"6013 Obrien Avenue  NASHVILLE, TN 37209",6013,Obrien Avenue,TN,NASHVILLE,37209.0,Billing
Nashville,45,All Things Possible Bargain Center,17984,"3916 Clarksville Pike  NASHVILLE, TN 37218",3916,Clarksville Pike,TN,NASHVILLE,37218.0,Sam Kirk
Nashville,45,R3 Contractors,919,"2334 Southpark Drive  MURFREESBORO, TN 37218",2334,Southpark Drive,TN,MURFREESBORO,37218.0,Accounting Invoices
Nashville,45,"Mat Lasater Construction, LLC",31546,"3055 Chapel Hill Rd  CLARKSVILLE, TN 37040",3055,Chapel Hill Rd,TN,CLARKSVILLE,37040.0,Mariane Sales
Nashville,45,Lift Construction,18037,"211 Deer Park Drive  NASHVILLE, TN 37205",211,Deer Park Drive,TN,NASHVILLE,37205.0,Travis Erie
Nashville,45,Embraer,13418,"10 Airways Boulevard  NASHVILLE, TN 37217",10,Airways Boulevard,TN,NASHVILLE,37217.0,Jay Hewitt
Nashville,45,"The Porch Store, LLC",28906,"1213 Pointe Place  NASHVILLE, TN 37138",1213,Pointe Place,TN,NASHVILLE,37138.0,Allison
Nashville,45,Frontier Basement Systems,36650,"5150 Hwy 41A  JOELTON, TN 37080",5150,Hwy 41A,TN,JOELTON,37080.0,Ben Atherton
Nashville,45,Davenport & Associates,1443,"823 Cowan Street  NASHVILLE, TN 37207",823,Cowan Street,TN,NASHVILLE,37207.0,Daniel Becham
Nashville,45,Kight Millwork & Components,33530,"106 Cosma Drive  BOWLING GREEN, KY 42101",106,Cosma Drive,KY,BOWLING GREEN,42101.0,Chuck Fontanez
Nashville,45,Singletary Construction,27438,"Peachers Drive  CLARKSVILLE, TN 37042",Peachers,Drive,TN,CLARKSVILLE,37042.0,Linda Singletary
Nashville,45,MHC Kenworth - Nashville,10827,"550 Spence lane  NASHVILLE, TN 37210",550,Spence lane,TN,NASHVILLE,37210.0,Eddie Bryant
Nashville,45,Bluegrass Living,38733,"2701 industrial dr  BOWLING GREEN, KY 42101",2701,industrial dr,KY,BOWLING GREEN,42101.0,Tyler Groneck
Nashville,45,Jackson Builders,7239,"1201 Jefferson Street  NASHVILLE, TN 37208",1201,Jefferson Street,TN,NASHVILLE,37208.0,Invoice Submission
Nashville,45,Maaco Collision,1044,"5169 Hickory Hollow Parkway  NASHVILLE, TN 37013",5169,Hickory Hollow Parkway,TN,NASHVILLE,37013.0,Candace Hamilton
Nashville,45,Epco Builders,32842,"1737 14th Ave North  NASHVILLE, TN 37208",1737,14th Ave North,TN,NASHVILLE,37208.0,Elliot Parry
Nashville,45,American Heartland Manufacturing Co,38789,"757 brownslock rd  BOWLING GREEN, KY 42101",757,brownslock rd,KY,BOWLING GREEN,42101.0,Dustin Richards
Nashville,45,Nashville Fence and Deck,38690,"4903 Alabama Ave  NASHVILLE, TN 37209",4903,Alabama Ave,TN,NASHVILLE,37209.0,Trey
Nashville,45,Imagen,7808,"1299 Bridgestone Parkway  LA VERGNE, TN 37086",1299,Bridgestone Parkway,TN,LA VERGNE,37086.0,Joey
Nashville,45,Allied overhead door,18452,"7239 Haley Industrial dr  NOLENSVILLE, TN 37135",7239,Haley Industrial dr,TN,NOLENSVILLE,37135.0,Ken Earnest
Nashville,45,Supply Chain Warehouses,38845,"245 Couchville Industrial Blvd  MT. JULIET, TN 37122",245,Couchville Industrial Blvd,TN,MT. JULIET,37122.0,Sean Grady
Nashville,45,REW Materials,38695,"611 Railroad Avenue  LEBANON, TN 37087",611,Railroad Avenue,TN,LEBANON,37087.0,Manny Ortega
Nashville,45,Enterprise Solutions,7375,"1300 Fort Negley Boulevard  NASHVILLE, TN 37203",1300,Fort Negley Boulevard,TN,NASHVILLE,37203.0,Tim Jarrell
Nashville,45,Armstrong Relocation,747,"1630 Corporate Place  LA VERGNE, TN 37086",1630,Corporate Place,TN,LA VERGNE,37086.0,Daymon
Nashville,45,Ashley Home Store - DSG,32793,"225 Industrial Boulevard  SMYRNA, TN 37167",225,Industrial Boulevard,TN,SMYRNA,37167.0,s Roberts
Nashville,45,True Friends Moving Company,6547,"700 E. Old Hickory Blvd  OLD HICKORY, TN 37138",700,E. Old Hickory Blvd,TN,OLD HICKORY,37138.0,Chris Knowles
Nashville,45,American Howa Kentucky,36855,"445 Jody Richards Dr  BOWLING GREEN, KY 42101",445,Jody Richards Dr,KY,BOWLING GREEN,42101.0,Jordan Hayes
Nashville,45,Modern Homes LLC,9583,"2122 12th Avenue North  NASHVILLE, TN 37208",2122,12th Avenue North,TN,NASHVILLE,37208.0,Majic Salim
Nashville,45,Bennu Signs,14121,"1116 Fowler Street  OLD HICKORY, TN 37138",1116,Fowler Street,TN,OLD HICKORY,37138.0,Beth Bennu Billing
Nashville,45,Leebp,39015,"309 Dishman Lane  BOWLING GREEN, KY 42101",309,Dishman Lane,KY,BOWLING GREEN,42101.0,Digby Palmer
Nashville,45,Sunbelt Construction,39058,"2258 Russellville Rd  BOWLING GREEN, KY 42101",2258,Russellville Rd,KY,BOWLING GREEN,42101.0,Luke Littrell
Nashville,45,Hendrickson Trailor,39181,"151 International Boulevard  CLARKSVILLE, TN 37040",151,International Boulevard,TN,CLARKSVILLE,37040.0,S Shields
Nashville,45,Team Construction,36657,"434 Atlas Drive  NASHVILLE, TN 37211",434,Atlas Drive,TN,NASHVILLE,37211.0,Matt Mingus
Nashville,45,Hood Distribution,13383,"126 International Blvd  LA VERGNE, TN 37086",126,International Blvd,TN,LA VERGNE,37086.0,accounts payable
Nashville,45,The Onyx Group,7240,"1604 Forrest Avenue  NASHVILLE, TN 37206",1604,Forrest Avenue,TN,NASHVILLE,37206.0,James Jones
Nashville,45,Luna Custom Homes LLC,39240,"5427 Waddell Hollow Rd  FRANKLIN, TN 37064",5427,Waddell Hollow Rd,TN,FRANKLIN,37064.0,Brad Davis
Nashville,45,Collett Construction,39242,"4817 Danby Dr  NASHVILLE, TN 37211",4817,Danby Dr,TN,NASHVILLE,37211.0,Justin Collett
Nashville,45,Bando,39184,"2720 Pioneer Dr  BOWLING GREEN, KY 42101",2720,Pioneer Dr,KY,BOWLING GREEN,42101.0,Daniel Gifford
Nashville,45,Advanced Building Solutions,9920,"3325 Old Hickory Boulevard  NASHVILLE, TN 37138",3325,Old Hickory Boulevard,TN,NASHVILLE,37138.0,Maddy Wheeley
Nashville,45,Aigserv,39286,"104 Challenger Dr  PORTLAND, TN 37148",104,Challenger Dr,TN,PORTLAND,37148.0,Jason Moseley
Nashville,45,Nabholz Industrial Services,39285,"1600 Vaughn Parkway  PORTLAND, TN 37148",,,,,,Rick Marcus
Nashville,45,Mortenson,39282,"1750 Vaughn Parkway  PORTLAND, TN 37148",1750,Vaughn Parkway,TN,PORTLAND,37148.0,Connor Moretnson
Nashville,45,Magna,39344,"111 Cosma Dr  BOWLING GREEN, KY 42101",111,Cosma Dr,KY,BOWLING GREEN,42101.0,Tommy Turner
Nashville,45,Leviton Manufacturing Co,38897,"103 Leviton Dr  LEBANON, TN 37087",103,Leviton Dr,TN,LEBANON,37087.0,Blake Carter
Nashville,45,Denso,39376,"648 Couchville Pike  MT. JULIET, TN 37122",648,Couchville Pike,TN,MT. JULIET,37122.0,Matt Walter
Nashville,45,Hardaway Construction,39251,"341 Great Circle Rd  NASHVILLE, TN 37228",341,Great Circle Rd,TN,NASHVILLE,37228.0,Royce Wynn
Nashville,45,Lowe's Direct Fulfillment Center,38047,"123 Coopertown  PLEASANT VIEW, TN 37146",123,Coopertown,TN,PLEASANT VIEW,37146.0,Jasen Weber
Nashville,45,Ellis Moving and Storage,38497,"740 Hickory Industrial Dr  OLD HICKORY, TN 37138",740,Hickory Industrial Dr,TN,OLD HICKORY,37138.0,Danny Borske
Nashville,45,Homeward Custom Homes,39110,"4208 Lone Oak Rd  NASHVILLE, TN 37215",4208,Lone Oak Rd,TN,NASHVILLE,37215.0,Andrew Dyk
Nashville,45,The Cumberland on Church,11021,"555 church st  NASHVILLE, TN 37219",555,church st,TN,NASHVILLE,37219.0,David Bramlett
Nashville,45,Vardaman,39284,"1600 Vaughn Parkway  PORTLAND, TN 37148",1600,Vaughn Parkway,TN,PORTLAND,37148.0,Todd Carter
Nashville,45,Landmark Homes of Tennessee,3830,"724 Elkins Drive  LEBANON, TN 37087",724,Elkins Drive,TN,LEBANON,37087.0,Kim Pender
Nashville,45,Gold Medal Nashville,39555,"617 Old Hickory Blvd  OLD HICKORY, TN 37138",617,Old Hickory Blvd,TN,OLD HICKORY,37138.0,Tim Smith
Nashville,45,Ridgehouse Companies,39588,"661 wedgewood Ave  NASHVILLE, TN 37203",661,wedgewood Ave,TN,NASHVILLE,37203.0,Eric Janson
Nashville,45,Legend Homes,27644,"9137 Sawtooth Lane  COLLEGE GROVE, TN 37046",9137,Sawtooth Lane,TN,COLLEGE GROVE,37046.0,Justin Womack
Nashville,45,Liberty HVAC,39620,"7121 Crossroads Boulevard  BRENTWOOD, TN 37027",7121,Crossroads Boulevard,TN,BRENTWOOD,37027.0,Gary Porter
Nashville,45,Baugher Homes,39627,"329 Ash Drive  FRANKLIN, TN 37064",329,Ash Drive,TN,FRANKLIN,37064.0,Trey W/ Baugher Homes
